E_X_eV,E_a_meV,F_eff_X,F_eff_XX,Fp_add,I_pair_pA,Q,S_X,S_XX,T_hs,T_hs_requested,T_j,V_j,V_terminal,applied_field_kVcm,background_flux_s,blocked_load_probability,cache_hit,cache_identity,card_file,card_hash,cavity_reference_V_j_V,cavity_reference_convention,cavity_reference_transition_eV,cavity_tracking,collected_flux_pulsed_s,collected_flux_x_s,collected_flux_xx_s,counting_converged,current_uA,cycle_loading,depletion_regime,detuning_meV,device_pass,diode_field_kVcm,effective_height_nm,effective_radius_nm,electron_bound,eligible,eta_out,evaluation_kind,field_kVcm,field_polarity,flat_band,g2,g2_op,gamma_X0_ns,gamma_XX0_ns,gamma_XX_ns,gamma_X_ns,gate_ns_used,geometry_type,hardware_feasible,hardware_qualified,height_nm,hole_bound,ideal_load_F_p,invalid_reasons,k_XX_ns,k_X_ns,kappa_meV,lambda_nm,mean_counts,mean_counts_x,mean_counts_xx,mu_resolved,n_dot_cm2_used,one_pair_valid,optical_pass,optical_reservoir_energy_eV,optical_reservoir_kind,orientation,overlap_sq,pair_supply_possible,platform,polarity,power_W,provenance,r_dot_s,radius_nm,regime,rep_rate_hz,reservoir_energy_eV,reservoir_kind,reservoir_offset_meV,resolved_current_uA,rho_pulsed,row_id,row_kind,screening_fraction,set_C_sigma_F,set_EC_over_kT,set_E_C_meV,set_R_T_over_RQ,set_f_max_Hz,set_feasible,set_priced_F_p,set_radius_max_nm,set_radius_nm,shape,signal_flux_s,spectroscopy_invalid_reasons,spectroscopy_valid,tau_cap_ps_used,tau_rad_bare_ns,tau_rad_cavity_ns,temperature_mode,top_radius_fraction,total_detected_flux_s,transport_current_uA,valid,x_in
3.0187843692309038,9.861565795773352,7.458900701933725,3.8473606307140353,75.99088773175333,12.817413071999999,2000.0,0.0002382253045931995,0.00012289269246870175,230.0,230.0,230.00000068065262,2.452810661041165,2.4528126610411647,136.70048584617953,1.9585137632111084e-13,nan,False,"{""Q"":2000.0,""T_hs"":230.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""rectangular"",""screening_fraction"":0.0,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-pulse-design.yaml,4a485480b44950ade4cf2ca57e60a1fb7e0c976fc218a8cdcd358c545c51c75f,2.4528106616381686,current_controlled,3.0187843694316916,per_T_hs,1.958513763211108e-12,1.958513763211108e-12,0.0,True,0.02,rectangular,depleted,-1.7356160952886057e-07,False,136.70048584617953,1.0,5.0,True,False,0.1,source,-3901.8335667870415,1,False,0.9986246123903654,0.9986246123903654,0.2991162409494734,0.5982324818989468,2.301616098872355,2.2310783395778047,12.5,isolated_dot,,False,1.0,True,nan,[],18726.36363353368,9363.18181676684,1.5093921847022327,410.7090246779947,2.448142204013885e-19,2.448142204013885e-19,0.0,1.2259939612187948e-14,10000000000.0,False,False,3.4396357544776124,gan_barrier,c_plane,0.2991162409494734,True,ingan_gan_planar,1,3.884081592483214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",0.00012259939612187948,5.0,rectangular,80000000.0,3.4396357544776124,gan_barrier,420.8513852467086,0.02,0.9090909090909091,CO00001,core,0.0,nan,nan,nan,nan,nan,False,nan,nan,nan,disc,1.958513763211108e-12,[],True,10.0,3.3431818908453037,0.4482137548739027,self_consistent,1.0,2.154365139532219e-12,0.02,True,0.25
3.0187843692309038,9.861565795773352,7.458900701933725,3.8473606307140353,75.99088773175333,12.817413071999999,2000.0,0.0002382253045931995,0.00012289269246870175,230.0,230.0,230.00000068065262,2.452810661041165,2.4528126610411647,136.70048584617953,15.974905465799326,0.0,False,"{""Q"":2000.0,""T_hs"":230.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""deterministic_pair"",""screening_fraction"":0.0,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-set-design.yaml,fcfe392039c4c5f7afbce970c759eb2cbc19907ee39afe6bda38e183ee97b044,2.4528106616381686,current_controlled,3.0187843694316916,per_T_hs,159.74905465799324,159.74905465799324,0.0,True,0.02,deterministic_pair,depleted,-1.7356160952886057e-07,False,136.70048584617953,1.0,5.0,True,False,0.1,source,-3901.8335667870415,1,False,0.17355371900826433,0.17355371900826433,0.2991162409494734,0.5982324818989468,2.301616098872355,2.2310783395778047,12.5,isolated_dot,False,False,1.0,True,0.0,[],18726.36363353368,9363.18181676684,1.5093921847022327,410.7090246779947,1.9968631832249155e-05,1.9968631832249155e-05,0.0,1.2259939612187948e-14,10000000000.0,True,False,3.4396357544776124,gan_barrier,c_plane,0.2991162409494734,True,ingan_gan_planar,1,3.884081592483214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",0.00012259939612187948,5.0,deterministic_pair,80000000.0,3.4396357544776124,gan_barrier,420.8513852467086,0.02,0.9090909090909092,CO00002,core,0.0,5.285087763377385e-18,1.5295281135357035,30.31504311247509,38.74045864977526,18921161667.91825,False,1.0,0.7647640567678519,5.0,disc,159.74905465799324,[],True,10.0,3.3431818908453037,0.4482137548739027,self_consistent,1.0,175.72396012379255,0.02,True,0.25
3.112228664926644,53.45079157351337,7.641358030733916,3.936401343905985,75.99088773175333,12.817413071999999,2000.0,0.002769152236075798,0.0014284306075897477,230.0,230.0,230.00000068065262,2.452810661041165,2.4528126610411647,136.70048584617953,2.097114947416559e-14,nan,False,"{""Q"":2000.0,""T_hs"":230.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""rectangular"",""screening_fraction"":0.5,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-pulse-design.yaml,4a485480b44950ade4cf2ca57e60a1fb7e0c976fc218a8cdcd358c545c51c75f,2.4528106616381686,current_controlled,3.112228665131813,per_T_hs,2.0971149474165584e-13,2.0971149474165584e-13,0.0,True,0.02,rectangular,depleted,-1.779429936732413e-07,False,136.70048584617953,1.0,5.0,True,False,0.1,source,-1882.566540470431,1,False,0.9930604325344021,0.9930604325344021,0.6693826824303027,1.3387653648606055,5.269917781412074,5.114992736023004,12.5,isolated_dot,,False,1.0,True,nan,[],3684.0362014036373,1842.0181007018186,1.5561143325522935,398.37753503540307,2.621393684270698e-20,2.621393684270698e-20,0.0,1.0988275547280215e-16,10000000000.0,False,False,3.4396357544776124,gan_barrier,c_plane,0.6693826824303027,True,ingan_gan_planar,1,3.884081592483214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",1.0988275547280214e-06,5.0,rectangular,80000000.0,3.4396357544776124,gan_barrier,327.4070895509684,0.02,0.9090909090909092,CO00003,core,0.5,nan,nan,nan,nan,nan,False,nan,nan,nan,disc,2.0971149474165584e-13,[],True,10.0,1.4939137600174197,0.1955036989510013,self_consistent,1.0,2.306826442158214e-13,0.02,True,0.25
3.112228664926644,53.45079157351337,7.641358030733916,3.936401343905985,75.99088773175333,12.817413071999999,2000.0,0.002769152236075798,0.0014284306075897477,230.0,230.0,230.00000068065262,2.452810661041165,2.4528126610411647,136.70048584617953,190.85023290443706,0.0,False,"{""Q"":2000.0,""T_hs"":230.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""deterministic_pair"",""screening_fraction"":0.5,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-set-design.yaml,fcfe392039c4c5f7afbce970c759eb2cbc19907ee39afe6bda38e183ee97b044,2.4528106616381686,current_controlled,3.112228665131813,per_T_hs,1908.5023290443703,1908.5023290443703,0.0,True,0.02,deterministic_pair,depleted,-1.779429936732413e-07,False,136.70048584617953,1.0,5.0,True,True,0.1,source,-1882.566540470431,1,False,0.17355371900826433,0.17355371900826433,0.6693826824303027,1.3387653648606055,5.269917781412074,5.114992736023004,12.5,isolated_dot,False,False,1.0,True,0.0,[],3684.0362014036373,1842.0181007018186,1.5561143325522935,398.37753503540307,0.00023856279113054627,0.00023856279113054627,0.0,1.0988275547280215e-16,10000000000.0,True,True,3.4396357544776124,gan_barrier,c_plane,0.6693826824303027,True,ingan_gan_planar,1,3.884081592483214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",1.0988275547280214e-06,5.0,deterministic_pair,80000000.0,3.4396357544776124,gan_barrier,327.4070895509684,0.02,0.9090909090909092,CO00004,core,0.5,5.285087763377385e-18,1.5295281135357035,30.31504311247509,38.74045864977526,18921161667.91825,False,1.0,0.7647640567678519,5.0,disc,1908.5023290443703,[],True,10.0,1.4939137600174197,0.1955036989510013,self_consistent,1.0,2099.3525619488073,0.02,True,0.25
3.1434971380644137,121.36629399853639,7.7021985479065105,3.9662034146851664,75.99088773175333,12.817413071999999,2000.0,0.0968374629398412,0.052323624076281966,230.0,230.0,230.00000068065262,2.452810661041165,2.4528126610411647,136.70048584617953,1.5277555682619003e-13,nan,False,"{""Q"":2000.0,""T_hs"":230.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""rectangular"",""screening_fraction"":1.0,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-pulse-design.yaml,4a485480b44950ade4cf2ca57e60a1fb7e0c976fc218a8cdcd358c545c51c75f,2.4528106616381686,current_controlled,3.1434971382694217,per_T_hs,1.5277555682619002e-12,1.5277555682619002e-12,0.0,True,0.02,rectangular,depleted,-1.7778178929006572e-07,False,136.70048584617953,1.0,5.0,True,False,0.1,source,136.70048584617953,1,False,0.8370881799975495,0.8370881799975495,0.8332720544922888,1.6665441089845776,6.60985293577808,6.418026808121581,12.5,isolated_dot,,False,1.0,True,nan,[],119.71650638026733,59.85825319013367,1.5717485691210977,394.41486012086017,1.909694460327375e-19,1.909694460327375e-19,0.0,2.2686750130613874e-17,10000000000.0,False,False,3.4396357544776124,gan_barrier,c_plane,0.8332720544922888,True,ingan_gan_planar,1,3.884081592483214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",2.268675013061387e-07,5.0,rectangular,80000000.0,3.4396357544776124,gan_barrier,296.13861641319875,0.02,0.9090909090909092,CO00005,core,1.0,nan,nan,nan,nan,nan,False,nan,nan,nan,disc,1.5277555682619002e-12,[],True,10.0,1.2000882480203878,0.15581112854414494,self_consistent,1.0,1.6805311250880902e-12,0.02,True,0.25
3.1434971380644137,121.36629399853639,7.7021985479065105,3.9662034146851664,75.99088773175333,12.817413071999999,2000.0,0.0968374629398412,0.052323624076281966,230.0,230.0,230.00000068065262,2.452810661041165,2.4528126610411647,136.70048584617953,6734.131417969477,0.0,False,"{""Q"":2000.0,""T_hs"":230.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""deterministic_pair"",""screening_fraction"":1.0,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-set-design.yaml,fcfe392039c4c5f7afbce970c759eb2cbc19907ee39afe6bda38e183ee97b044,2.4528106616381686,current_controlled,3.1434971382694217,per_T_hs,67341.31417969477,67341.31417969477,0.0,True,0.02,deterministic_pair,depleted,-1.7778178929006572e-07,False,136.70048584617953,1.0,5.0,True,True,0.1,source,136.70048584617953,1,False,0.17355371900826455,0.17355371900826455,0.8332720544922888,1.6665441089845776,6.60985293577808,6.418026808121581,12.5,isolated_dot,False,False,1.0,True,0.0,[],119.71650638026733,59.85825319013367,1.5717485691210977,394.41486012086017,0.008417664272461847,0.008417664272461847,0.0,2.2686750130613874e-17,10000000000.0,True,True,3.4396357544776124,gan_barrier,c_plane,0.8332720544922888,True,ingan_gan_planar,1,3.884081592483214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",2.268675013061387e-07,5.0,deterministic_pair,80000000.0,3.4396357544776124,gan_barrier,296.13861641319875,0.02,0.9090909090909091,CO00006,core,1.0,5.285087763377385e-18,1.5295281135357035,30.31504311247509,38.74045864977526,18921161667.91825,False,1.0,0.7647640567678519,5.0,disc,67341.31417969477,[],True,10.0,1.2000882480203878,0.15581112854414494,self_consistent,1.0,74075.44559766425,0.02,True,0.25
3.011986434204471,9.597548635490948,6.169191951064964,3.846335665368115,75.99088773175333,12.817413071999999,2000.0,0.00017124352785123404,0.00010677290727217273,250.0,250.0,250.0000006815537,2.434877827044563,2.4348798270445626,136.44701974283223,6.619814983073339e-13,nan,False,"{""Q"":2000.0,""T_hs"":250.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""rectangular"",""screening_fraction"":0.0,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-pulse-design.yaml,4a485480b44950ade4cf2ca57e60a1fb7e0c976fc218a8cdcd358c545c51c75f,2.4348778276686693,current_controlled,3.011986434417135,per_T_hs,6.619814983073339e-12,6.619814983073339e-12,0.0,True,0.02,rectangular,depleted,-1.8540191604188294e-07,False,136.44701974283223,1.0,5.0,True,False,0.1,source,-3902.087032890389,1,False,0.9989801769551891,0.9989801769551891,0.29764955193167597,0.5952991038633519,2.2897201747512885,1.8362572200149885,12.5,isolated_dot,,False,1.0,True,nan,[],21442.477807926807,10721.238903963404,1.5059932171949364,411.63597880794185,8.2747687288416725e-19,8.2747687288416725e-19,0.0,7.180233240895586e-14,10000000000.0,False,False,3.4323958330797093,gan_barrier,c_plane,0.29764955193167597,True,ingan_gan_planar,1,3.8554878945533214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",0.0007180233240895585,5.0,rectangular,80000000.0,3.4323958330797093,gan_barrier,420.4093988752384,0.02,0.9090909090909091,CO00007,core,0.0,nan,nan,nan,nan,nan,False,nan,nan,nan,disc,6.619814983073339e-12,[],True,10.0,3.3596556538057385,0.5445860139310099,self_consistent,1.0,7.281796481380673e-12,0.02,True,0.25
3.011986434204471,9.597548635490948,6.169191951064964,3.846335665368115,75.99088773175333,12.817413071999999,2000.0,0.00017124352785123404,0.00010677290727217273,250.0,250.0,250.0000006815537,2.434877827044563,2.4348798270445626,136.44701974283223,9.219498532958035,0.0,False,"{""Q"":2000.0,""T_hs"":250.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""deterministic_pair"",""screening_fraction"":0.0,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-set-design.yaml,fcfe392039c4c5f7afbce970c759eb2cbc19907ee39afe6bda38e183ee97b044,2.4348778276686693,current_controlled,3.011986434417135,per_T_hs,92.19498532958035,92.19498532958035,0.0,True,0.02,deterministic_pair,depleted,-1.8540191604188294e-07,False,136.44701974283223,1.0,5.0,True,False,0.1,source,-3902.087032890389,1,False,0.17355371900826455,0.17355371900826455,0.29764955193167597,0.5952991038633519,2.2897201747512885,1.8362572200149885,12.5,isolated_dot,False,False,1.0,True,0.0,[],21442.477807926807,10721.238903963404,1.5059932171949364,411.63597880794185,1.1524373166197543e-05,1.1524373166197543e-05,0.0,7.180233240895586e-14,10000000000.0,True,False,3.4323958330797093,gan_barrier,c_plane,0.29764955193167597,True,ingan_gan_planar,1,3.8554878945533214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",0.0007180233240895585,5.0,deterministic_pair,80000000.0,3.4323958330797093,gan_barrier,420.4093988752384,0.02,0.9090909090909091,CO00008,core,0.0,5.285087763377385e-18,1.4071658647809202,30.31504311247509,38.74045864977526,18921161667.91825,False,1.0,0.7035829323904601,5.0,disc,92.19498532958035,[],True,10.0,3.3596556538057385,0.5445860139310099,self_consistent,1.0,101.41448386253838,0.02,True,0.25
3.105519513966274,53.443169163750916,6.318479385911986,3.9340911604335105,75.99088773175333,12.817413071999999,2000.0,0.0016966628791255,0.00105707440425621,250.0,250.0,250.0000006815537,2.434877827044563,2.4348798270445626,136.44701974283223,8.779977672551831e-14,nan,False,"{""Q"":2000.0,""T_hs"":250.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""rectangular"",""screening_fraction"":0.5,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-pulse-design.yaml,4a485480b44950ade4cf2ca57e60a1fb7e0c976fc218a8cdcd358c545c51c75f,2.4348778276686693,current_controlled,3.1055195141837575,per_T_hs,8.779977672551801e-13,8.779977672551801e-13,0.0,True,0.02,rectangular,depleted,-1.9022117214717582e-07,False,136.44701974283223,1.0,5.0,True,False,0.1,source,-1882.8200065737783,1,False,0.9956220717955887,0.9956220717955887,0.6684633891922657,1.3369267783845313,5.259591820989436,4.223672144848192,12.5,isolated_dot,,False,1.0,True,nan,[],4970.352153021368,2485.176076510684,1.5527597570782476,399.23818814344264,1.097497209068975e-19,1.097497209068975e-19,0.0,9.345330333016504e-16,10000000000.0,False,False,3.4323958330797093,gan_barrier,c_plane,0.6684633891922657,True,ingan_gan_planar,1,3.8554878945533214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",9.345330333016503e-06,5.0,rectangular,80000000.0,3.4323958330797093,gan_barrier,326.87631911343516,0.02,0.9090909090909088,CO00009,core,0.5,nan,nan,nan,nan,nan,False,nan,nan,nan,disc,8.779977672551801e-13,[],True,10.0,1.4959682402477492,0.23676080095841393,self_consistent,1.0,9.657975439806984e-13,0.02,True,0.25
3.105519513966274,53.443169163750916,6.318479385911986,3.9340911604335105,75.99088773175333,12.817413071999999,2000.0,0.0016966628791255,0.00105707440425621,250.0,250.0,250.0000006815537,2.434877827044563,2.4348798270445626,136.44701974283223,93.95042614526594,0.0,False,"{""Q"":2000.0,""T_hs"":250.0,""cavity_tracking"":""per_T_hs"",""current_uA"":0.02,""geometry_type"":""isolated_dot"",""height_nm"":1.0,""orientation"":""c_plane"",""polarity"":1,""radius_nm"":5.0,""regime"":""deterministic_pair"",""screening_fraction"":0.5,""shape"":""disc"",""top_radius_fraction"":1.0,""x_in"":0.25}",nitride-cavity-set-design.yaml,fcfe392039c4c5f7afbce970c759eb2cbc19907ee39afe6bda38e183ee97b044,2.4348778276686693,current_controlled,3.1055195141837575,per_T_hs,939.5042614526592,939.5042614526592,0.0,True,0.02,deterministic_pair,depleted,-1.9022117214717582e-07,False,136.44701974283223,1.0,5.0,True,False,0.1,source,-1882.8200065737783,1,False,0.17355371900826433,0.17355371900826433,0.6684633891922657,1.3369267783845313,5.259591820989436,4.223672144848192,12.5,isolated_dot,False,False,1.0,True,0.0,[],4970.352153021368,2485.176076510684,1.5527597570782476,399.23818814344264,0.00011743803268158238,0.00011743803268158238,0.0,9.345330333016504e-16,10000000000.0,True,False,3.4323958330797093,gan_barrier,c_plane,0.6684633891922657,True,ingan_gan_planar,1,3.8554878945533214e-10,"{""nitride"": ""[A/E/DR] planar integration; cavity/transport inputs retain module provenance""}",9.345330333016503e-06,5.0,deterministic_pair,80000000.0,3.4323958330797093,gan_barrier,326.87631911343516,0.02,0.9090909090909092,CO00010,core,0.5,5.285087763377385e-18,1.4071658647809202,30.31504311247509,38.74045864977526,18921161667.91825,False,1.0,0.7035829323904601,5.0,disc,939.5042614526592,[],True,10.0,1.4959682402477492,0.23676080095841393,self_consistent,1.0,1033.4546875979252,0.02,True,0.25
